idalumno,dni_alumno,email_alumno,celular_alumno,apellido_alumno,nombre_alumno,direccion_alumno,fecha_nac,fk_idtutor_alumno,fk_idgenero_alumno,createdAt,updatedAt
909,5384581747424152,cborrettp8@so-net.ne.jp,280-960-1952,Borrett,Charlena,580 Stoughton Road,2009-03-19,909,3,2009-01-13T11:54:19Z,2020-12-04T01:42:02Z
910,5100131640174281,kbenningerp9@nih.gov,407-616-0269,Benninger,Kai,52 Lake View Lane,1988-06-17,910,2,1977-01-18T18:37:54Z,2023-03-08T18:04:42Z
911,5002359297507938,wgippespa@alibaba.com,415-170-9774,Gippes,Wilbur,8534 Columbus Street,1984-04-11,911,3,2018-11-19T09:17:46Z,2024-01-17T01:35:23Z
912,5010124583517722,raitkinpb@theglobeandmail.com,882-754-7938,Aitkin,Reidar,9223 Basil Trail,1982-02-02,912,2,1992-09-27T07:17:11Z,2023-04-03T18:42:13Z
913,5181680338356966,slovelandpc@earthlink.net,936-125-1789,Loveland,Siobhan,76810 Superior Alley,2007-02-15,913,2,1994-08-12T15:18:18Z,2022-05-06T16:57:22Z
914,5503042782129384,mfairepd@cdc.gov,505-327-5606,Faire,Mattie,957 4th Terrace,1978-06-05,914,1,1987-07-03T13:14:19Z,2022-11-26T01:07:44Z
915,5272166574030069,ccluleype@businessinsider.com,767-116-8529,Cluley,Chelsae,8597 Merry Park,2000-01-07,915,2,2004-03-31T07:48:07Z,2021-04-19T06:00:41Z
916,5100143939925372,khallanpf@ca.gov,721-284-9864,Hallan,Kristoffer,548 Dayton Center,1983-03-27,916,2,1988-04-11T17:42:46Z,2021-04-02T01:58:21Z
917,5108752912001886,tpeterpg@issuu.com,816-560-6172,Peter,Tedda,53 Summerview Terrace,1972-06-27,917,1,2015-10-15T10:13:58Z,2021-09-07T07:43:47Z
918,5108751135015905,amillettph@youtube.com,938-231-6341,Millett,Alisa,3835 Kedzie Pass,2015-01-09,918,1,2018-11-05T06:11:38Z,2023-08-01T03:13:15Z
919,5300128017130928,gaerspi@arstechnica.com,403-893-5624,Aers,Gizela,8 Roxbury Circle,2021-10-11,919,2,1985-10-05T18:42:45Z,2022-11-03T07:53:45Z
920,5048378632009950,gmimmackpj@shutterfly.com,804-572-5558,Mimmack,Gracia,3566 High Crossing Street,2020-09-18,920,2,1977-07-26T22:57:46Z,2022-11-01T04:39:57Z
921,5002353500325618,nmaultbypk@walmart.com,548-258-3117,Maultby,Noby,5 Holmberg Point,2015-04-08,921,2,1972-12-18T11:23:31Z,2022-07-09T14:45:32Z
922,5483447658371172,dbaisonpl@time.com,861-113-2913,Baison,Diandra,24921 Logan Avenue,2000-10-01,922,2,2001-03-09T23:20:21Z,2021-06-11T11:45:28Z
923,5277413136089091,rbuzzapm@t.co,921-402-0507,Buzza,Rosalyn,6717 Pankratz Street,2017-01-15,923,1,1996-06-23T02:51:05Z,2020-12-23T05:37:36Z
924,5100149283014978,mgiorgeschipn@google.de,430-155-6650,Giorgeschi,Max,4469 Novick Trail,2013-01-01,924,2,1989-11-17T13:56:42Z,2021-03-20T11:22:21Z
925,5108758536837274,ryeatmanpo@cnn.com,118-904-4897,Yeatman,Rosette,5366 Eastwood Plaza,2012-02-29,925,1,1996-10-19T00:48:06Z,2021-01-27T22:45:00Z
926,5007665149372437,gvanyushinpp@ca.gov,709-767-4089,Vanyushin,Gillan,39 Southridge Road,2016-06-11,926,3,2009-02-19T18:36:29Z,2022-05-15T11:11:35Z
927,5010126865365522,jcambridgepq@java.com,292-428-8633,Cambridge,Joseph,729 Bashford Court,1972-10-02,927,3,1974-05-31T12:59:16Z,2021-01-18T13:34:40Z
928,5561621587445662,sdowepr@joomla.org,986-267-9306,Dowe,Sharona,1 Riverside Terrace,2014-05-12,928,1,1982-10-13T17:01:54Z,2022-01-30T02:06:17Z
929,5117413050857220,kmoaksonps@nationalgeographic.com,247-686-6103,Moakson,Kathleen,86681 Schmedeman Center,1990-11-23,929,1,1987-09-13T09:21:01Z,2023-12-17T18:38:45Z
930,5154459644011158,ldooreypt@github.com,280-997-8584,Doorey,Lesly,287 Memorial Parkway,1979-09-04,930,3,1976-02-25T08:17:35Z,2023-06-16T03:14:21Z
931,5002359588929502,cbougenpu@cloudflare.com,192-737-3486,Bougen,Carrissa,66917 Lighthouse Bay Trail,1975-05-31,931,1,1979-04-04T13:21:30Z,2023-12-13T06:17:02Z
932,5118774588249670,rabrashkinpv@webnode.com,208-309-3654,Abrashkin,Reuven,4342 Spohn Park,2000-10-10,932,2,2012-05-06T13:33:04Z,2021-04-01T04:10:27Z
933,5395377030289197,avansonpw@columbia.edu,816-451-6367,Van Son,Aidan,8542 Continental Lane,2006-12-09,933,1,2014-07-31T21:24:00Z,2020-09-03T16:06:33Z
934,5100145391881407,hgilvarypx@theatlantic.com,232-799-3473,Gilvary,Harrietta,19543 Commercial Alley,2005-10-07,934,3,2014-09-12T15:28:06Z,2020-12-11T15:22:08Z
935,5149056019659062,ktruelovepy@cbc.ca,172-489-6762,Truelove,Ki,1 Lotheville Place,2021-06-19,935,1,2012-06-02T20:03:42Z,2023-12-27T05:31:18Z
936,5007664969198147,ggorlerpz@free.fr,894-561-2429,Gorler,Gamaliel,81967 Scoville Alley,2000-07-26,936,3,1978-12-02T20:58:11Z,2023-08-17T01:15:53Z
937,5100177457708455,ireimsq0@ifeng.com,957-365-6063,Reims,Isidoro,20 Steensland Circle,1984-12-01,937,2,1982-04-10T23:00:14Z,2020-09-01T17:11:15Z
938,5010120248167564,nreditq1@princeton.edu,258-113-7276,Redit,Nataline,30889 Kropf Court,2004-03-11,938,2,2004-05-31T16:18:18Z,2021-04-20T10:32:30Z
939,5100136718014079,rmcallisterq2@jiathis.com,167-641-5420,McAllister,Ruprecht,64484 Utah Park,1983-07-07,939,2,1984-06-24T10:40:42Z,2023-02-14T10:16:38Z
940,5118142210473581,mcalderoq3@edublogs.org,546-523-3216,Caldero,Magdaia,6 Riverside Pass,1992-11-07,940,2,2015-11-03T03:00:26Z,2020-06-12T09:03:12Z
941,5010124111287509,nlashbrookq4@wunderground.com,797-398-1858,Lashbrook,Neila,64002 Anhalt Park,1996-08-20,941,3,1996-10-13T22:33:08Z,2021-04-22T18:35:32Z
942,5110265299176102,ndruelq5@blogs.com,211-830-4613,D'Ruel,Noreen,430 Grim Circle,2012-11-17,942,1,2016-06-08T01:44:51Z,2022-04-20T10:17:29Z
943,5207199098890221,aavenq6@mit.edu,573-665-9239,Aven,Amii,3902 Heffernan Terrace,2002-03-13,943,2,1996-01-14T17:43:54Z,2020-06-17T12:20:46Z
944,5185668445687478,jcastroq7@pbs.org,752-248-1959,Castro,Jamison,26 Logan Alley,1970-03-22,944,2,2001-12-24T02:18:43Z,2021-09-09T14:25:37Z
945,5007663747213483,vjakubovskiq8@msn.com,295-150-5055,Jakubovski,Vanda,576 Northport Center,2000-10-28,945,1,1971-09-30T20:42:32Z,2023-04-29T21:59:03Z
946,5108752234935332,kescofierq9@slate.com,442-569-4666,Escofier,Kellia,780 Hintze Circle,1973-01-22,946,3,1974-11-16T07:44:11Z,2021-09-30T14:22:52Z
947,5048379571777029,pcirlosqa@dailymail.co.uk,249-178-2990,Cirlos,Pammie,350 Chinook Hill,1990-01-19,947,3,2005-03-03T01:53:03Z,2023-11-15T12:30:20Z
948,5472145158979089,blardeuxqb@yolasite.com,702-264-0632,Lardeux,Buck,23747 Parkside Court,1982-01-06,948,1,1976-11-04T01:46:14Z,2021-03-24T07:13:37Z
949,5100171768050285,rbartulqc@wix.com,344-414-3790,Bartul,Robin,02206 Pearson Junction,1980-01-13,949,1,2009-06-03T16:04:27Z,2020-06-03T13:13:11Z
950,5010128219158983,mblasikqd@bigcartel.com,183-163-6684,Blasik,Myriam,090 Washington Hill,1976-06-05,950,1,2005-12-24T10:47:45Z,2024-01-07T18:26:34Z
951,5440609207951588,abruntonqe@upenn.edu,936-660-8299,Brunton,Aymer,20142 Harbort Avenue,1977-11-04,951,3,1988-08-22T15:41:47Z,2022-09-03T07:13:07Z
952,5007667965930025,pgosseqf@usa.gov,601-876-3121,Gosse,Peggie,7 Eastlawn Way,2011-10-07,952,3,2014-05-24T09:39:18Z,2022-11-12T22:34:13Z
953,5100137753434305,drubinqg@yellowbook.com,951-382-2349,Rubin,Davy,1571 Memorial Place,1992-02-24,953,3,2013-12-01T11:05:10Z,2020-08-16T09:03:10Z
954,5048370624669909,jmathiasenqh@nature.com,300-956-8414,Mathiasen,Jessy,99 Spenser Court,1995-03-27,954,3,1972-05-23T12:38:26Z,2023-02-25T09:14:22Z
955,5100178087885135,omowdayqi@paypal.com,981-840-8235,Mowday,Odelinda,98 Golf Course Street,2007-05-29,955,2,2008-09-21T14:04:52Z,2020-08-14T14:30:11Z
956,5596374313327031,bbonehamqj@elegantthemes.com,600-105-6925,Boneham,Binnie,5271 Autumn Leaf Avenue,1978-10-16,956,3,1977-05-15T03:52:20Z,2024-03-13T16:59:53Z
957,5595134831771222,jrubinovqk@netlog.com,273-739-4229,Rubinov,Joey,5 Comanche Park,2001-12-07,957,2,1989-05-24T15:15:23Z,2020-09-10T23:30:23Z
958,5515454926402492,eciardoql@last.fm,402-253-1861,Ciardo,Esme,45 Saint Paul Plaza,1979-05-13,958,2,1991-03-15T09:52:40Z,2023-06-27T19:14:35Z
959,5007661635668016,kmunbyqm@tripod.com,178-715-1789,Munby,Kiel,50 Fallview Center,1985-10-22,959,2,1983-10-07T22:38:57Z,2021-04-26T19:15:03Z
960,5316563240798319,sseresqn@ihg.com,246-338-7033,Seres,Sharline,2 Blaine Way,1970-09-10,960,2,2000-01-23T03:03:16Z,2021-08-22T12:03:56Z
961,5431991205379264,ccragellqo@rediff.com,520-628-9922,Cragell,Clementine,3 Cordelia Alley,1974-11-26,961,2,1987-01-18T07:54:38Z,2024-02-26T16:54:54Z
962,5439958733542228,istanbraqp@economist.com,644-198-5646,Stanbra,Isabeau,39 Iowa Hill,2015-08-09,962,3,2015-03-25T15:57:26Z,2021-06-19T04:55:09Z
963,5201786520324096,bplowellqq@oracle.com,851-771-9718,Plowell,Berny,40518 Drewry Drive,1996-09-09,963,2,1991-05-08T05:20:16Z,2021-12-23T01:37:21Z
964,5100136302681184,gradbandqr@tripod.com,121-429-9153,Radband,Giffy,049 Hooker Terrace,1980-05-30,964,3,2002-09-12T01:52:13Z,2022-07-28T18:01:00Z
965,5100171996273063,derrichielloqs@imgur.com,698-584-9308,Errichiello,Duff,54 Mandrake Junction,1980-09-14,965,2,2002-01-20T02:04:12Z,2022-08-05T16:56:43Z
966,5311527061867078,mgandarqt@wp.com,194-387-6701,Gandar,Merwin,297 Holy Cross Plaza,2006-09-26,966,2,1979-09-21T20:04:27Z,2023-05-20T17:52:11Z
967,5048377493229723,gwalakqu@google.co.uk,711-412-1269,Walak,Glennis,2 Northport Road,2022-11-03,967,2,1997-04-21T03:19:53Z,2023-07-14T15:42:24Z
968,5100141879752962,lcoppardqv@abc.net.au,247-572-2838,Coppard,Lucinda,7 Hoffman Terrace,2012-03-10,968,3,1993-01-08T15:12:03Z,2024-02-18T20:33:39Z
969,5103967545574357,mwegnerqw@narod.ru,837-447-5092,Wegner,Mycah,9 Buell Junction,2001-10-06,969,2,1972-08-17T21:17:53Z,2023-12-19T03:40:09Z
970,5100175006329542,rrounsefellqx@princeton.edu,741-419-9365,Rounsefell,Rosaline,9 Prairie Rose Place,1988-12-26,970,2,2018-04-25T22:29:18Z,2023-03-08T01:27:51Z
971,5180127868358930,twaddoupsqy@chron.com,972-290-1091,Waddoups,Theresina,0 Kensington Trail,2019-07-07,971,2,2004-10-03T16:19:56Z,2021-10-01T03:41:36Z
972,5324299109880209,msabatiniqz@aboutads.info,334-207-9928,Sabatini,Marv,267 Orin Way,1978-03-26,972,1,1994-10-16T19:42:48Z,2020-10-30T16:20:22Z
973,5455099345092960,mmindenhallr0@ameblo.jp,498-322-0339,Mindenhall,Martica,7859 Eastwood Avenue,1978-04-24,973,2,2017-07-17T13:22:21Z,2024-03-25T12:16:05Z
974,5100133184061791,bgershomr1@so-net.ne.jp,406-717-5913,Gershom,Barnaby,3893 Fuller Terrace,1994-08-14,974,1,1979-07-24T03:55:59Z,2021-05-31T23:06:46Z
975,5322198560522577,spilkingtonr2@dmoz.org,347-158-2020,Pilkington,Saloma,4 Norway Maple Hill,2009-06-16,975,1,2016-02-16T18:44:32Z,2022-08-15T02:25:17Z
976,5007667272162197,elaughtisser3@dion.ne.jp,238-975-2649,Laughtisse,Edythe,45946 8th Street,1975-10-11,976,3,2015-09-12T02:44:29Z,2022-11-02T06:45:59Z
977,5366237139363779,fdobellr4@hud.gov,728-811-3474,Dobell,Fancy,6 Evergreen Parkway,2009-01-28,977,1,1983-04-28T04:56:57Z,2021-01-10T02:28:26Z
978,5588201347626692,mwicksonr5@skype.com,498-642-5056,Wickson,Marilyn,62 Duke Circle,1983-03-12,978,1,2000-01-07T16:11:14Z,2023-06-20T01:04:04Z
979,5100133149228071,fhearfieldr6@de.vu,152-153-7937,Hearfield,Ferdinanda,92848 Morning Road,2013-09-30,979,2,1979-07-04T23:45:36Z,2020-12-12T09:23:20Z
980,5381802119271382,mifflandr7@cam.ac.uk,958-447-2844,Iffland,Martelle,05803 Crescent Oaks Terrace,1977-08-09,980,2,1995-03-01T07:18:15Z,2022-12-18T05:04:44Z
981,5100149168327024,mburdekinr8@ft.com,405-795-0692,Burdekin,Maure,92162 East Avenue,1996-11-12,981,3,1986-04-25T02:55:34Z,2022-10-10T11:07:09Z
982,5537787665466838,nmcfaulr9@icq.com,610-741-5148,McFaul,Nanine,970 Merry Trail,2019-06-30,982,1,1981-04-08T19:55:40Z,2024-01-01T05:26:41Z
983,5007668449196639,kosanra@google.co.uk,420-242-4642,Osan,Kayne,6 Kropf Parkway,2019-08-25,983,2,2007-10-29T11:40:25Z,2020-08-11T15:09:52Z
984,5010129895010852,udeglanvillerb@wix.com,394-920-8092,de Glanville,Ulberto,976 Fairview Plaza,2005-08-29,984,3,2003-10-30T05:19:45Z,2024-04-04T17:31:05Z
985,5100139045254053,ceglerc@statcounter.com,626-711-1776,Egle,Cinderella,9633 Luster Hill,2006-09-28,985,1,2005-10-09T19:08:31Z,2022-06-11T01:22:34Z
986,5505799826341360,jtarbathrd@tripod.com,606-914-0399,Tarbath,Jeremiah,66164 Orin Hill,1998-05-20,986,2,1972-03-03T15:04:31Z,2021-08-10T11:55:16Z
987,5048373834478756,lbeckre@theatlantic.com,538-680-7835,Beck,Lindsay,55050 Blaine Trail,1977-06-27,987,1,2001-11-23T16:15:03Z,2023-12-28T10:44:31Z
988,5100140245951027,greilingerrf@bloomberg.com,340-319-4982,Reilinger,Gerri,39 Nobel Place,2014-07-31,988,1,1984-12-05T17:46:49Z,2020-11-11T15:51:00Z
989,5100132452765000,lpielerg@dailymotion.com,411-977-0943,Piele,Leanor,310 Onsgard Crossing,2022-12-17,989,3,1974-03-27T02:10:37Z,2020-05-22T03:53:30Z
990,5100136831138094,pheckneyrh@huffingtonpost.com,876-259-1719,Heckney,Papageno,193 Maryland Way,1976-09-17,990,1,2005-01-21T23:51:16Z,2023-05-06T18:53:47Z
991,5002359800808401,lsymmonsri@yellowpages.com,456-916-1284,Symmons,Luciano,1567 Huxley Avenue,2013-12-05,991,1,1971-03-25T05:27:03Z,2022-07-10T21:24:37Z
992,5100140456347592,mvangiffenrj@shop-pro.jp,848-646-2802,Van Giffen,Marjie,6232 Gina Park,1993-09-18,992,2,1983-01-16T15:31:21Z,2020-09-04T18:58:31Z
993,5100141303326896,ahacquelrk@netlog.com,506-823-8378,Hacquel,Alessandra,32 Hayes Avenue,1996-03-01,993,1,1980-02-17T19:54:32Z,2020-08-19T07:29:33Z
994,5007661833639272,rchurchmanrl@trellian.com,280-375-9812,Churchman,Rene,4952 Pleasure Avenue,1981-07-15,994,3,1986-01-12T08:23:45Z,2022-04-12T09:23:02Z
995,5541663845316793,gvanderhoevenrm@ow.ly,906-885-3987,Van der Hoeven,Gabriele,59607 Bluejay Junction,2002-07-03,995,2,1987-07-19T04:14:15Z,2021-12-25T18:39:39Z
996,5100139206910188,rgrelakrn@omniture.com,889-889-0844,Grelak,Romy,3239 Carberry Street,2000-03-30,996,2,1976-07-17T01:24:42Z,2022-03-11T18:34:07Z
997,5100141387637895,atownsro@hostgator.com,893-419-0646,Towns,Andris,331 Thompson Lane,1992-10-11,997,1,1978-08-27T03:45:58Z,2020-10-17T13:38:53Z
998,5010120245045334,heisikowitzrp@ebay.co.uk,714-170-2301,Eisikowitz,Hendrika,00 Garrison Circle,2009-01-24,998,1,1982-10-28T04:01:07Z,2022-08-04T16:59:43Z
999,5007660833650859,cayshrq@reference.com,973-807-9769,Aysh,Cly,3715 Pearson Way,1986-11-01,999,1,1995-03-23T12:39:25Z,2023-02-17T15:32:07Z
1000,5007669824105534,fmoxsonrr@arizona.edu,978-185-6210,Moxson,Fayth,6776 Crest Line Point,1994-05-25,1000,3,2003-10-19T03:11:24Z,2021-08-22T08:32:35Z
